id_gatto,eta_mesi,razza,sesso,peso_nascita_kg,lunghezza_cm,altezza_spalla_cm,attivita_giornaliera,quantita_cibo_giorno_g,tipo_cibo,pelo_lungo,sterilizzato,temperatura_media_zona,vive_interno,peso_adulto_kg
264,97,Bengala,Femmina,0.11,58.5,30.5,5.0,82.3,Secco,0,0,16.4,1,6.41
265,59,Persiano,Maschio,0.12,52.2,35.6,5.5,94.1,Secco,1,0,12.7,1,5.36
266,92,Siamese,Femmina,0.09,52.4,37.2,6.0,91.9,Secco,0,1,17.3,1,6.97
267,106,Europeo,Maschio,0.13,48.6,26.0,5.7,104.9,Secco,0,0,16.0,1,7.18
268,101,Europeo,Maschio,0.12,64.6,36.1,6.0,101.1,Secco,0,1,17.0,1,7.57
269,102,Bengala,Femmina,0.13,69.1,32.6,3.3,81.5,Secco,0,0,19.5,1,7.1
270,6,Europeo,Femmina,0.1,57.8,26.5,3.4,78.5,Secco,0,0,8.7,0,4.19
271,24,Siamese,Femmina,0.12,52.3,25.0,0.5,78.8,Misto,0,1,21.6,1,4.77
272,7,Bengala,Maschio,0.15,34.0,17.9,2.4,62.6,Secco,0,0,20.6,1,3.74
273,58,Persiano,Femmina,0.1,38.2,29.3,5.8,75.5,Secco,1,1,20.4,0,5.94
274,49,Europeo,Maschio,0.1,46.1,29.0,3.1,96.8,Secco,0,1,17.1,0,5.87
275,95,Maine Coon,Femmina,0.13,54.1,,4.6,95.2,Misto,1,1,17.0,1,6.85
276,37,Europeo,Femmina,0.1,48.0,23.5,4.4,69.5,Misto,0,0,17.4,1,4.52
277,75,Persiano,Maschio,0.12,53.9,20.7,5.9,89.4,Secco,1,0,18.4,1,6.25
278,37,Bengala,Maschio,0.15,39.0,21.0,1.0,50.7,Umido,0,1,22.0,0,4.35
279,73,Persiano,Femmina,0.1,63.6,36.6,4.5,91.7,Misto,1,1,21.8,1,6.54
280,60,Maine Coon,Femmina,0.15,61.5,25.8,4.5,82.3,Secco,1,1,16.6,1,6.3
281,80,Siamese,Femmina,0.11,43.8,35.8,2.7,127.3,Misto,0,1,20.9,1,7.12
282,61,Europeo,Femmina,0.1,38.1,28.1,5.4,102.5,Umido,0,1,20.4,1,5.99
283,22,Bengala,Femmina,0.13,46.6,21.2,1.9,64.7,Secco,0,1,21.5,0,4.65
284,43,Siamese,Maschio,0.12,58.1,37.2,5.6,71.9,Misto,0,1,16.1,1,5.73
285,29,Persiano,Maschio,0.12,47.7,33.0,0.8,94.4,Umido,1,1,24.4,1,5.2
286,74,Bengala,Maschio,0.1,54.2,27.8,2.6,102.8,Misto,0,1,22.0,0,6.64
287,103,Siamese,Maschio,0.12,52.2,35.1,3.8,124.8,Misto,0,1,12.6,1,7.99
288,75,Bengala,Femmina,0.08,53.5,29.4,4.3,111.7,Secco,0,0,14.0,1,6.24
289,91,Maine Coon,Maschio,0.12,60.7,31.7,1.2,91.9,Secco,1,1,25.6,1,6.96
290,16,Maine Coon,Maschio,0.15,49.5,34.6,5.6,119.7,Misto,1,1,8.7,1,5.26
291,117,Europeo,Maschio,0.08,60.7,23.3,5.1,91.7,Umido,0,1,17.9,0,7.63
292,21,Europeo,Femmina,0.11,35.5,24.3,6.9,94.4,Secco,0,1,28.5,1,4.62
293,102,Maine Coon,Maschio,0.1,70.2,30.2,5.1,65.9,Misto,1,0,23.4,1,7.33
294,78,Bengala,Femmina,0.09,41.2,30.6,2.9,116.0,Misto,0,1,23.1,1,6.1
295,64,Maine Coon,Maschio,0.08,52.5,22.0,2.4,87.4,Secco,1,1,12.0,0,6.04
296,75,Europeo,Femmina,0.1,51.4,33.3,3.4,84.8,Secco,0,0,22.0,1,5.98
297,85,Maine Coon,Maschio,0.12,52.8,23.5,7.3,78.7,Misto,1,0,25.7,1,6.27
298,98,Maine Coon,Femmina,0.14,60.9,,4.1,112.7,Secco,1,0,16.5,1,7.29
299,8,Bengala,Maschio,0.09,40.8,24.1,4.1,107.9,Misto,0,1,18.0,0,3.95
300,25,Siamese,Femmina,0.13,44.5,35.7,6.1,74.2,Umido,0,1,23.1,0,4.79
301,64,Europeo,Femmina,0.12,43.4,40.9,2.3,94.8,Secco,0,1,16.9,1,6.18
302,41,Bengala,Maschio,0.15,57.0,29.5,4.8,105.5,Secco,0,1,10.4,0,5.52
303,24,Maine Coon,Femmina,0.13,49.3,25.0,4.8,64.7,Misto,1,1,4.4,1,4.78
304,95,Maine Coon,Femmina,0.13,59.0,30.5,5.4,103.6,Secco,1,0,19.6,1,7.15
305,72,Siamese,Maschio,0.13,57.9,30.3,5.3,99.4,Umido,0,1,15.5,1,6.55
306,24,Europeo,Maschio,0.1,61.3,33.5,3.9,100.3,Misto,0,0,,0,5.22
307,25,Europeo,Femmina,0.11,60.2,20.2,1.9,123.5,Umido,0,0,14.0,1,5.43
308,101,Persiano,Maschio,0.14,57.4,36.0,3.2,145.6,Umido,1,0,16.1,1,7.72
309,76,Europeo,Maschio,0.08,53.7,21.7,5.3,115.3,Umido,0,1,15.6,1,6.34
310,57,Siamese,Maschio,0.11,47.0,25.4,6.8,98.8,Umido,0,1,23.7,1,5.85
311,110,Persiano,Femmina,0.09,61.2,30.5,2.2,97.2,Misto,1,0,21.3,0,7.4
312,38,Persiano,Femmina,0.12,53.7,29.0,2.1,92.9,Secco,1,1,17.3,0,5.77
313,45,Maine Coon,Femmina,0.11,44.4,27.2,1.6,130.2,Umido,1,1,11.6,1,5.69
314,44,Maine Coon,Femmina,0.13,54.4,28.1,2.8,88.3,Umido,1,1,21.5,0,6.07
315,87,Europeo,Femmina,0.12,60.8,29.6,5.4,82.5,Misto,0,0,25.3,1,6.43
316,109,Persiano,Femmina,0.09,48.0,22.8,6.0,103.0,Umido,1,1,26.7,0,7.37
317,6,Maine Coon,Femmina,0.09,46.9,28.2,0.9,123.6,Umido,1,1,16.6,1,4.37
318,16,Siamese,Maschio,0.12,46.1,29.9,2.2,65.0,Umido,0,0,21.0,1,4.02
319,97,Maine Coon,Femmina,0.1,54.7,36.6,1.9,70.4,Umido,1,0,14.8,1,7.08
320,62,Maine Coon,Femmina,0.11,44.5,37.3,2.7,70.9,Secco,1,1,13.9,1,6.05
321,94,Persiano,Maschio,0.14,41.6,31.8,3.7,63.5,Umido,1,1,21.6,0,7.0
322,55,Persiano,Maschio,0.14,45.2,34.8,3.4,67.8,Misto,1,1,11.7,0,5.24
323,28,Bengala,Maschio,0.16,41.5,26.5,4.8,108.4,Secco,0,1,15.6,0,4.68
324,36,Siamese,Femmina,0.11,51.1,19.5,1.1,86.6,Misto,0,0,23.7,0,4.85
325,99,Persiano,Maschio,0.11,57.5,34.8,3.2,60.5,Secco,1,0,15.5,1,6.96
326,47,Europeo,Femmina,0.13,51.9,31.0,6.0,105.7,Secco,0,0,12.8,1,5.87
327,104,Siamese,Femmina,0.11,45.6,30.2,6.1,99.1,Umido,0,1,28.0,0,6.99
328,12,Siamese,Femmina,0.11,38.4,25.3,6.5,112.0,Umido,0,0,20.8,1,3.8
329,21,Persiano,Maschio,0.12,42.8,28.4,4.6,77.1,Misto,1,0,9.8,1,4.11
330,95,Siamese,Maschio,0.15,54.7,28.1,3.0,61.5,Secco,0,0,19.7,0,6.73
331,117,Persiano,Femmina,0.13,54.4,33.1,4.3,102.2,Secco,1,0,17.4,1,7.84
332,65,Maine Coon,Femmina,0.14,53.7,23.6,7.8,112.1,Umido,1,0,22.1,1,5.8
333,118,Bengala,Femmina,0.15,63.6,26.9,3.2,64.3,Secco,0,1,20.5,1,7.62
334,7,Maine Coon,Maschio,0.14,38.7,18.7,6.7,98.2,Umido,1,0,17.8,1,3.58
335,6,Persiano,Femmina,0.1,38.9,36.5,0.5,68.7,Umido,1,1,19.3,1,3.83
336,53,Persiano,Maschio,0.14,51.2,28.0,4.9,109.2,Misto,1,1,19.6,1,5.7
337,17,Maine Coon,Femmina,0.14,46.1,31.9,5.0,103.2,Umido,1,0,20.0,1,4.79
338,74,Europeo,Maschio,0.13,57.6,23.2,4.6,113.6,Umido,0,1,16.1,1,6.17
339,42,Europeo,Femmina,0.12,49.3,26.2,4.7,72.6,Secco,0,1,10.8,0,5.21
340,37,Europeo,Maschio,0.13,60.9,29.6,4.8,75.8,Misto,0,0,16.9,0,4.83
341,14,Persiano,Maschio,0.12,35.3,33.1,4.9,82.4,Misto,1,0,15.7,0,4.02
342,110,Siamese,Maschio,0.1,61.9,27.5,3.5,76.4,Misto,0,0,17.7,1,7.3
343,104,Persiano,Maschio,0.11,56.8,28.2,3.6,94.6,Umido,1,0,23.5,1,6.97
344,24,Siamese,Maschio,0.13,37.6,22.2,2.0,62.5,Misto,0,0,25.3,0,3.89
345,53,Maine Coon,Maschio,0.1,35.8,27.0,5.1,120.6,Umido,1,0,21.6,1,5.07
346,85,Bengala,Femmina,0.1,45.6,24.2,6.0,126.9,Umido,0,1,22.1,1,6.95
347,8,Siamese,Femmina,0.14,54.3,18.2,6.6,115.4,Umido,0,1,17.5,0,3.9
348,25,Europeo,Femmina,0.12,55.2,27.5,2.8,95.6,Umido,0,1,16.1,0,5.29
349,29,Persiano,Femmina,0.13,47.0,29.8,1.4,80.3,Misto,1,1,21.7,0,5.25
350,59,Maine Coon,Maschio,0.1,48.4,22.3,4.6,93.0,Misto,1,0,22.9,0,5.57
351,38,Europeo,Femmina,0.13,42.8,23.5,2.3,69.5,Secco,0,1,22.8,0,5.25
352,29,Maine Coon,Maschio,0.11,46.6,26.0,4.9,92.9,Misto,1,0,17.3,1,4.68
353,80,Bengala,Maschio,0.1,49.7,37.5,0.7,88.1,Secco,0,1,18.4,1,6.67
354,118,Persiano,Maschio,0.11,68.8,16.7,5.6,74.7,Misto,1,1,27.7,0,7.14
355,77,Persiano,Femmina,0.15,44.0,31.1,4.2,120.8,Misto,1,1,5.9,1,6.64
356,41,Bengala,Maschio,0.11,51.8,30.4,1.1,80.5,Misto,0,0,22.9,1,4.95
357,43,Persiano,Femmina,0.16,61.6,23.6,4.5,68.4,Umido,1,1,16.3,1,5.23
358,109,Siamese,Femmina,0.08,61.3,28.7,4.1,84.1,Misto,0,1,16.3,0,7.74
359,89,Maine Coon,Femmina,0.09,46.0,31.1,4.8,77.5,Misto,1,0,16.6,0,7.26
360,104,Europeo,Femmina,0.15,44.6,30.1,5.2,73.6,Secco,0,1,8.7,1,7.45
361,117,Bengala,Femmina,0.15,58.6,39.3,0.5,112.4,Misto,0,1,17.0,0,8.37
362,94,Siamese,Maschio,0.1,55.5,30.2,3.3,86.8,Umido,0,1,24.4,1,6.66
363,104,Europeo,Maschio,0.12,64.0,34.5,3.9,108.4,Misto,0,1,16.5,0,7.78
364,30,Europeo,Femmina,0.13,51.8,28.8,3.6,95.4,Secco,0,0,17.2,0,4.78
365,98,Bengala,Maschio,0.12,51.4,33.4,3.5,96.5,Misto,0,1,13.5,0,7.06
366,23,Siamese,Femmina,0.12,43.4,22.3,5.6,90.9,Misto,0,0,18.1,1,5.02
367,115,Europeo,Maschio,0.12,47.4,31.8,1.4,74.2,Secco,0,1,5.2,1,6.83
368,87,Europeo,Maschio,0.09,54.6,29.0,3.6,113.2,Misto,0,0,14.0,1,6.75
369,71,Siamese,Maschio,0.11,42.3,25.0,3.7,100.5,Secco,0,1,19.9,1,6.21
370,59,Persiano,Maschio,0.12,57.3,32.6,3.8,84.0,Secco,1,1,11.4,0,6.36
371,40,Europeo,Maschio,0.12,53.1,16.9,2.5,104.9,Umido,0,1,11.8,0,5.51
372,85,Maine Coon,Maschio,0.09,57.4,36.0,7.2,124.6,Umido,1,1,15.7,0,7.29
373,66,Siamese,Maschio,0.14,42.3,17.2,5.5,98.3,Secco,0,0,20.5,1,5.75
374,46,Europeo,Maschio,0.12,48.6,26.5,7.3,125.6,Umido,0,1,23.1,1,5.32
375,105,Bengala,Maschio,0.1,52.8,35.0,5.0,80.5,Umido,0,1,18.0,1,7.27
376,38,Maine Coon,Maschio,0.16,49.5,21.0,5.1,72.2,Secco,1,1,16.4,1,5.34
377,73,Europeo,Maschio,0.11,56.0,30.8,4.0,81.1,Misto,0,0,20.0,1,5.87
378,38,Maine Coon,Maschio,0.11,45.2,28.5,6.3,93.4,Misto,1,0,16.9,1,5.15
379,19,Maine Coon,Maschio,0.13,43.6,27.6,4.8,120.7,Misto,1,0,21.7,1,4.85
380,26,Persiano,Femmina,0.16,52.4,24.6,3.7,79.8,Umido,1,1,25.4,1,4.75
381,53,Maine Coon,Maschio,0.13,42.4,25.3,6.8,101.3,Umido,1,1,17.2,0,6.23
382,25,Persiano,Maschio,0.14,42.3,18.4,2.0,106.0,Misto,1,1,12.3,0,5.02
383,13,Siamese,Maschio,0.1,46.3,25.1,2.9,95.1,Secco,0,0,17.7,1,3.68
384,12,Persiano,Maschio,0.12,52.5,30.2,8.2,86.5,Secco,1,0,28.1,1,4.36
385,72,Bengala,Maschio,0.11,45.4,26.3,5.0,64.4,Secco,0,1,19.6,1,5.75
386,22,Europeo,Maschio,0.13,59.7,24.1,0.5,105.4,Umido,0,1,13.1,0,4.6
387,38,Siamese,Femmina,0.14,39.3,34.8,5.5,70.0,Misto,0,1,18.2,1,4.79
388,53,Siamese,Femmina,0.15,61.2,26.8,2.5,77.4,Secco,0,0,17.6,0,6.14
389,81,Bengala,Femmina,0.08,61.5,30.8,3.1,86.9,Misto,0,0,13.8,1,6.14
390,64,Persiano,Maschio,0.11,41.4,30.9,7.8,120.9,Misto,1,1,24.3,0,6.21
391,91,Europeo,Maschio,0.15,42.7,28.7,6.5,113.0,Umido,0,0,21.1,0,6.83
392,27,Persiano,Maschio,0.09,52.7,29.8,7.0,97.0,Secco,1,0,23.8,1,4.6
393,115,Maine Coon,Femmina,0.14,53.9,35.7,3.1,110.5,Umido,1,1,2.5,0,7.7
394,35,Persiano,Maschio,0.14,41.5,31.3,3.6,115.9,Misto,1,1,19.4,0,5.2
395,43,Siamese,Maschio,0.12,62.0,32.2,4.3,79.1,Misto,0,1,18.4,0,5.37
396,107,Europeo,Femmina,0.09,47.3,19.9,5.3,82.7,Misto,0,1,13.1,1,7.2
397,114,Persiano,Femmina,0.12,51.3,24.8,3.5,102.0,Secco,1,1,20.2,1,7.32
398,56,Europeo,Maschio,0.15,46.3,25.2,6.8,127.5,Secco,0,1,13.2,0,6.39
399,59,Europeo,Maschio,0.15,31.3,24.0,4.7,75.5,Secco,0,1,10.0,1,5.43
400,13,Maine Coon,Maschio,0.12,46.9,22.0,6.2,55.6,Misto,1,1,21.6,0,4.81
401,32,Maine Coon,Maschio,0.1,41.8,31.0,2.8,98.6,Misto,1,1,17.2,1,5.07
402,32,Siamese,Femmina,0.15,53.9,27.1,3.4,114.1,Secco,0,1,9.8,1,4.71
403,103,Bengala,Maschio,0.14,61.9,29.5,4.4,91.4,Misto,0,1,25.2,1,7.09
404,26,Europeo,Maschio,0.1,49.2,25.2,3.3,139.3,Misto,0,1,18.3,1,5.16
405,35,Bengala,Femmina,0.13,50.2,24.7,5.6,74.5,Misto,0,1,14.0,0,4.75
406,102,Siamese,Maschio,0.13,56.3,28.9,5.6,76.4,Secco,0,1,9.8,1,7.09
407,33,Europeo,Maschio,0.11,43.4,33.6,3.6,72.1,Umido,0,1,12.5,1,5.05
408,116,Europeo,Femmina,0.13,52.3,22.0,5.0,91.7,Umido,0,0,9.8,1,7.37
409,69,Bengala,Femmina,0.14,61.2,34.8,7.1,96.4,Umido,0,1,26.6,0,6.63
410,102,Persiano,Maschio,0.11,60.3,41.6,5.6,75.8,Secco,1,1,28.0,0,7.59
411,74,Maine Coon,Femmina,0.14,53.8,35.0,5.0,112.5,Misto,1,0,24.1,1,6.11
412,66,Persiano,Femmina,0.08,55.8,23.4,5.9,97.2,Umido,1,1,9.7,1,6.03
413,53,Bengala,Maschio,0.16,49.9,25.2,6.5,72.3,Umido,0,1,20.7,0,5.61
414,24,Maine Coon,Femmina,0.12,48.7,31.4,6.3,104.9,Secco,1,1,29.7,1,5.1
415,9,Persiano,Maschio,0.14,50.1,24.2,3.9,79.4,Misto,1,1,14.0,1,4.08
416,40,Maine Coon,Maschio,0.12,34.5,24.5,5.4,92.8,Misto,1,1,17.5,0,5.22
417,69,Europeo,Maschio,0.1,58.2,27.9,3.6,104.9,Secco,0,1,27.0,1,6.82
418,54,Persiano,Maschio,0.12,56.2,22.1,3.9,107.8,Umido,1,0,19.7,1,5.89
419,22,Maine Coon,Femmina,0.08,41.7,25.4,4.7,107.7,Misto,1,1,21.3,1,5.0
420,49,Maine Coon,Maschio,0.13,58.6,21.4,1.8,84.6,Misto,1,0,14.6,0,5.45
421,97,Maine Coon,Maschio,0.12,39.2,33.5,4.6,69.7,Umido,1,0,10.7,1,6.77
422,35,Persiano,Maschio,0.12,51.0,22.5,3.0,79.6,Secco,1,0,20.4,1,4.86
423,98,Siamese,Maschio,0.14,55.1,30.2,2.2,84.9,Umido,0,1,15.5,1,7.18
424,51,Persiano,Femmina,0.12,47.9,25.3,5.2,121.3,Misto,1,1,14.7,0,5.48
425,11,Bengala,Femmina,0.13,46.2,27.5,3.6,76.7,Secco,0,0,14.0,1,3.81
426,104,Persiano,Femmina,0.14,59.5,34.3,4.3,92.6,Umido,1,1,22.1,1,7.04
427,110,Maine Coon,Maschio,0.11,43.4,31.9,3.6,62.5,Umido,1,1,20.4,1,7.5
428,42,Europeo,Femmina,0.1,56.2,23.6,3.1,93.0,Secco,0,1,27.6,1,5.51
429,29,Persiano,Femmina,0.09,45.0,23.6,4.2,87.5,Misto,1,1,23.8,1,4.66
430,98,Persiano,Maschio,0.12,61.9,41.7,2.0,81.4,Secco,1,1,18.8,0,7.24
431,118,Maine Coon,Femmina,0.13,61.3,35.6,3.9,104.7,Secco,1,1,18.5,1,8.2
432,51,Europeo,Maschio,0.09,47.1,26.6,7.0,80.3,Misto,0,1,23.3,0,5.76
433,58,Europeo,Femmina,0.15,50.2,25.0,2.2,112.4,Umido,0,1,18.7,1,6.34
434,100,Bengala,Femmina,0.1,54.9,22.8,6.1,77.0,Secco,0,0,24.2,1,6.48
435,104,Persiano,Femmina,0.08,66.6,35.8,7.1,121.5,Secco,1,1,18.9,1,7.64
436,65,Europeo,Femmina,0.15,43.5,24.7,2.8,53.7,Umido,0,1,21.3,1,5.74
437,102,Europeo,Maschio,0.08,52.1,35.4,4.5,95.1,Misto,0,1,25.5,1,7.4
438,68,Siamese,Maschio,0.14,40.7,32.5,2.1,96.4,Umido,0,0,10.2,1,6.18
439,90,Siamese,Femmina,0.13,54.9,36.3,1.8,76.4,Umido,0,1,25.0,1,6.8
440,37,Europeo,Maschio,0.13,44.3,30.6,4.3,94.2,Secco,0,1,25.4,1,5.21
441,92,Bengala,Femmina,0.11,50.7,28.6,4.6,81.9,Secco,0,1,16.9,0,6.77
442,38,Europeo,Femmina,0.13,59.2,27.0,3.1,95.2,Misto,0,1,18.6,1,4.85
443,72,Maine Coon,Femmina,0.14,46.4,28.7,2.3,89.6,Secco,1,1,16.5,0,6.12
444,23,Persiano,Femmina,0.1,46.2,24.8,2.8,129.9,Umido,1,0,15.2,0,4.68
445,30,Bengala,Femmina,0.14,44.8,18.4,5.3,63.0,Umido,0,1,24.4,1,4.78
446,111,Maine Coon,Femmina,0.14,53.3,19.8,5.3,94.6,Misto,1,1,11.0,0,6.87
447,100,Bengala,Maschio,0.13,74.4,33.8,5.0,81.6,Secco,0,1,18.8,1,7.5
448,59,Maine Coon,Maschio,0.11,38.8,27.0,3.4,89.3,Secco,1,1,11.6,0,6.04
449,63,Persiano,Femmina,0.14,55.8,33.0,2.4,82.1,Misto,1,0,15.5,0,5.89
450,72,Persiano,Maschio,0.13,69.2,26.7,6.0,85.0,Misto,1,0,12.5,0,6.91
451,109,Siamese,Femmina,0.1,63.5,30.4,6.5,82.5,Secco,0,1,18.6,1,7.5
452,51,Maine Coon,Maschio,0.11,50.4,32.2,3.2,100.7,Misto,1,0,20.7,1,5.65
453,29,Siamese,Maschio,0.14,39.7,34.2,3.8,80.1,Umido,0,1,24.0,0,4.9
454,119,Maine Coon,Maschio,0.12,66.0,29.4,1.8,83.2,Misto,1,1,18.0,1,7.3
455,37,Siamese,Femmina,0.14,55.3,21.8,4.8,93.3,Umido,0,1,27.9,0,5.03
456,52,Persiano,Maschio,0.11,39.5,33.7,7.1,79.7,Umido,1,1,15.9,0,5.48
457,91,Bengala,Femmina,0.1,51.9,28.1,5.4,103.0,Umido,0,1,21.9,0,7.13
458,28,Siamese,Femmina,0.16,39.4,24.0,7.3,75.4,Secco,0,0,25.0,1,4.29
459,71,Maine Coon,Femmina,0.09,32.1,26.6,3.4,96.7,Umido,1,1,16.4,1,6.17
460,32,Maine Coon,Maschio,0.11,39.6,23.0,2.0,92.0,Misto,1,1,21.0,1,4.43
461,111,Persiano,Maschio,0.13,56.8,34.4,6.3,89.9,Umido,1,0,5.6,0,7.94
462,7,Maine Coon,Maschio,0.14,49.8,18.7,4.3,66.7,Secco,1,1,23.8,1,4.31
463,95,Europeo,Femmina,0.13,52.2,30.3,2.7,85.5,Secco,0,0,14.0,1,6.71
464,22,Bengala,Femmina,0.17,56.8,27.3,6.8,73.0,Secco,0,1,25.8,1,4.54
465,109,Siamese,Maschio,0.12,63.1,27.5,3.1,84.0,Secco,0,1,17.9,1,7.64
466,38,Bengala,Femmina,0.1,47.9,34.8,2.3,100.4,Misto,0,0,22.9,1,4.94
467,14,Persiano,Maschio,0.12,44.6,30.2,4.9,89.5,Secco,1,0,15.1,0,4.27
468,48,Siamese,Maschio,0.11,52.5,25.1,2.0,109.1,Misto,0,1,33.9,1,5.47
469,53,Siamese,Maschio,0.12,50.2,27.1,5.5,96.9,Secco,0,1,19.0,1,6.08
470,44,Europeo,Maschio,0.1,39.4,31.7,2.3,100.1,Secco,0,1,29.8,1,5.15
471,98,Persiano,Femmina,0.14,52.7,30.3,4.4,103.1,Misto,1,1,18.1,0,7.51
472,47,Maine Coon,Maschio,0.13,54.4,34.4,4.5,117.1,Umido,1,0,16.4,0,5.49
473,31,Europeo,Maschio,0.09,57.3,29.4,4.4,62.7,Misto,0,1,21.5,1,4.27
474,104,Europeo,Maschio,0.14,62.1,31.5,2.1,73.7,Umido,0,1,24.2,1,7.37
475,55,Bengala,Maschio,0.1,52.8,29.0,3.7,88.0,Misto,0,0,22.7,0,5.34
476,30,Bengala,Maschio,0.1,58.2,42.2,6.1,108.2,Umido,0,0,20.9,1,5.02
477,29,Bengala,Maschio,0.12,50.9,21.4,3.7,90.8,Secco,0,1,18.3,1,5.07
478,18,Europeo,Maschio,0.08,46.2,20.4,2.3,84.5,Umido,0,1,22.4,1,4.1
479,65,Maine Coon,Femmina,0.13,61.9,27.0,3.3,107.2,Umido,1,1,20.1,1,6.15
480,12,Siamese,Femmina,0.06,51.2,32.6,2.1,77.4,Secco,0,0,17.4,1,4.37
481,62,Bengala,Femmina,0.1,60.3,15.8,0.7,73.7,Secco,0,1,17.3,0,5.68
482,41,Maine Coon,Femmina,0.15,40.8,17.5,3.7,97.8,Umido,1,1,25.3,1,5.19
483,50,Persiano,Maschio,0.11,44.0,25.5,4.2,136.3,Umido,1,1,11.5,1,5.72
484,25,Bengala,Femmina,0.11,41.8,36.9,5.0,89.6,Misto,0,1,22.5,1,4.78
485,70,Siamese,Femmina,0.15,53.3,28.6,4.7,76.5,Secco,0,1,21.9,1,6.06
486,13,Persiano,Femmina,0.1,59.1,19.8,4.9,78.5,Secco,1,1,29.2,1,4.55
487,115,Persiano,Maschio,0.14,48.5,34.9,3.9,80.5,Secco,1,1,2.2,1,7.06
488,21,Siamese,Femmina,0.14,53.4,34.4,7.2,120.9,Misto,0,1,10.3,0,4.97
489,19,Bengala,Femmina,0.13,38.5,22.8,2.7,78.1,Misto,0,0,13.6,0,4.02
490,81,Europeo,Maschio,0.09,67.9,31.3,3.5,93.1,Umido,0,1,14.9,1,6.89
491,92,Siamese,Femmina,0.11,43.0,30.4,6.5,91.2,Misto,0,1,22.8,1,7.11
492,20,Siamese,Maschio,0.17,52.2,28.9,3.4,60.5,Misto,0,1,11.4,1,4.54
493,97,Siamese,Femmina,0.11,60.9,27.6,3.8,81.0,Misto,0,1,16.6,1,6.94
494,103,Persiano,Maschio,0.18,59.6,33.3,4.6,39.7,Secco,1,1,14.6,1,7.32
495,71,Maine Coon,Femmina,0.15,46.0,32.7,5.8,95.1,Umido,1,1,16.6,0,6.47
496,37,Europeo,Femmina,0.13,41.3,30.4,4.2,98.2,Misto,0,1,25.0,1,5.09
497,92,Bengala,Femmina,0.13,63.1,21.5,2.7,68.5,Misto,0,1,20.9,0,6.89
498,68,Bengala,Maschio,0.11,59.1,21.2,3.4,76.0,Misto,0,1,14.9,0,5.98
499,91,Maine Coon,Femmina,0.12,61.3,26.1,4.8,62.8,Secco,1,0,11.1,1,6.82
500,56,Siamese,Maschio,0.11,58.7,29.1,3.6,42.9,Umido,0,1,20.7,0,6.2
501,30,Europeo,Maschio,0.12,37.2,29.3,3.3,56.5,Umido,0,1,14.7,1,4.6
502,63,Bengala,Maschio,0.09,40.3,22.9,2.6,98.2,Misto,0,0,16.7,1,5.7
503,68,Bengala,Maschio,0.09,47.1,30.0,5.8,85.3,Umido,0,0,16.8,1,5.24
504,67,Siamese,Femmina,0.15,48.3,33.1,3.8,91.8,Secco,0,1,23.6,1,5.6
505,27,Maine Coon,Femmina,0.09,43.6,29.7,3.8,128.4,Misto,1,1,16.3,0,5.24
506,63,Europeo,Femmina,0.14,53.2,25.9,5.0,110.0,Umido,0,1,16.0,0,6.02
507,63,Maine Coon,Maschio,0.08,59.1,26.3,2.0,94.8,Misto,1,1,13.4,0,5.97
508,91,Maine Coon,Femmina,0.13,52.0,23.1,4.1,78.5,Secco,1,1,14.2,1,6.89
509,54,Europeo,Maschio,0.12,44.7,36.4,6.3,123.8,Misto,0,1,22.6,0,5.9
510,57,Europeo,Maschio,0.15,56.4,30.2,3.9,112.5,Secco,0,1,18.0,0,6.2
511,47,Bengala,Maschio,0.11,47.7,19.3,4.3,106.5,Misto,0,1,17.0,0,5.5
512,75,Bengala,Femmina,0.08,53.3,34.9,4.3,88.5,Misto,0,0,11.4,1,6.41
513,20,Europeo,Femmina,0.12,44.7,29.3,5.6,72.7,Umido,0,1,12.8,0,4.57
514,59,Persiano,Maschio,0.12,53.3,33.9,4.3,118.9,Umido,1,1,20.7,1,6.16
515,112,Bengala,Femmina,0.12,49.1,27.8,7.7,112.8,Secco,0,0,16.9,1,7.21
516,65,Persiano,Femmina,0.13,56.6,26.2,4.3,84.5,Secco,1,1,16.9,0,6.06
517,106,Europeo,Maschio,0.11,55.4,26.2,3.3,81.1,Secco,0,0,19.8,1,7.12
518,102,Bengala,Maschio,0.09,49.8,40.7,6.3,68.2,Umido,0,0,21.2,1,6.67
519,13,Maine Coon,Femmina,0.1,50.0,23.1,3.7,102.6,Misto,1,1,21.5,1,4.82
520,58,Europeo,Maschio,0.11,45.4,23.1,3.1,89.6,Secco,0,1,16.6,1,5.35
521,65,Siamese,Maschio,0.11,46.5,25.0,2.2,92.4,Misto,0,1,17.4,1,5.81
522,113,Persiano,Femmina,0.17,47.9,29.0,4.7,108.0,Misto,1,0,20.6,1,7.31
523,113,Europeo,Femmina,0.15,44.4,38.4,3.3,101.0,Umido,0,0,6.8,1,7.56
524,10,Europeo,Maschio,0.13,49.7,26.9,2.8,68.1,Umido,0,1,18.8,1,4.57
525,108,Bengala,Femmina,0.13,64.0,36.6,3.2,86.8,Misto,0,1,21.6,1,7.62
526,73,Bengala,Maschio,0.13,49.1,30.1,3.5,95.3,Secco,0,1,14.5,1,6.74
527,11,Bengala,Maschio,0.13,40.5,24.6,5.2,100.2,Umido,0,1,11.6,1,4.06
